hanzi,level,pinyin,definition
如果,3,ru2 guo3,if; in case; in the event that,
如何,5,ru2 he2,how; what way; what,
如今,5,ru2 jin1,nowadays; now,
入口,4,ru4 kou3,entrance,
软,4,ruan3,soft; flexible,
软件,5,ruan3 jian4,(computer) software,
弱,5,ruo4,weak; feeble; young; inferior; (following a decimal or fraction) slightly less than,
弱点,6,ruo4 dian3,weak point; failing,
若干,6,ruo4 gan1,a certain number or amount; how many?; how much?,
撒谎,6,sa1 huang3,to tell lies,
洒,5,sa3,to sprinkle; to spray; to spill; to shed,
腮,6,sai1,cheek (esp. lower cheek); jaw; gills (of fish),
三,1,san1,three; 3,
三角,6,san1 jiao3,triangle,
伞,3,san3,umbrella; parasol; CL:把[ba3],
散文,6,san3 wen2,prose; essay,
散步,4,san4 bu4,to take a walk; to go for a walk,
散发,6,san4 fa1,distribute; emit; issue,
嗓子,5,sang3 zi5,throat; voice; CL:把[ba3],
丧失,6,sang4 shi1,to lose; to forfeit,
嫂子,6,sao3 zi5,(informal) older brother's wife; sister-in-law; CL:個|个[ge4],
色彩,6,se4 cai3,tint; coloring; coloration; character,
森林,4,sen1 lin2,forest; CL:片[pian4],
杀,5,sha1,to kill; to murder; to fight; to weaken or reduce; to smart (topolect); to counteract; (used after a verb) extremely,
刹车,6,sha1 che1,to brake (when driving); to stop; to switch off; to check (bad habits); a brake,
沙发,4,sha1 fa1,"sofa; CL:條|条[tiao2],張|张[zhang1]",
沙漠,5,sha1 mo4,desert; CL:個|个[ge4],
沙滩,5,sha1 tan1,sand bar; beach; CL:片[pian4],
啥,6,sha2,(dialect) what,
傻,5,sha3,foolish,
筛选,6,shai1 xuan3,to filter,
晒,5,shai4,"to dry in the sun; to sunbathe; to share files (loan from ""share"")",
删除,5,shan1 chu2,to delete; to cancel,
山脉,6,shan1 mai4,mountain range; CL:條|条[tiao2],
闪电,5,shan3 dian4,lightning; CL:道[dao4],
闪烁,6,shan3 shuo4,flicker; twinkling,
擅长,6,shan4 chang2,to be good at; to be expert in,
善良,5,shan4 liang2,good and honest; kind-hearted,
善于,5,shan4 yu2,be good at; be adept in,
擅自,6,shan4 zi4,without permission; of one's own initiative,
扇子,6,shan4 zi5,fan; CL:把[ba3],
商标,6,shang1 biao1,trademark; logo,
商店,1,shang1 dian4,"store; shop; CL:家[jia1],個|个[ge4]",
商量,4,shang1 liang5,to consult; to talk over; to discuss,
伤脑筋,6,shang1 nao3 jin1,knotty; troublesome; bothersome,
商品,5,shang1 pin3,good; commodity; merchandise; CL:個|个[ge4],
伤心,4,shang1 xin1,to grieve; broken-hearted,
商业,5,shang1 ye4,business; trade; commerce,
上,5,shang4,on; on top; upon; first (of multiple parts); previous; last; upper; higher; above; to climb; to go into; to go up; to attend (class or university),
上班,2,shang4 ban1,to go to work; to be on duty; to start work; to go to the office,
上当,5,shang4 dang4,taken in (by sb's deceit); to be fooled; to be duped,
上级,6,shang4 ji2,higher authorities; superiors; CL:個|个[ge4],
上进心,6,shang4 jin4 xin1,aggressiveness; gumption; enterprising spirit,
上任,6,shang4 ren4,take office,
上网,3,shang4 wang3,to be on the internet; to stretch a net (in a sports game or for covering sth); to be netted (of fish),
上午,1,shang4 wu3,morning; CL:個|个[ge4],
上瘾,6,shang4 yin3,to get into a habit; to become addicted,
上游,6,shang4 you2,upper reaches; advanced position,
梢,6,shao1,tip of branch,
捎,6,shao1,to bring sth to sb (news etc),
稍微,4,shao1 wei1,a little bit,
勺子,5,shao2 zi5,scoop; ladle; CL:把[ba3],
少,1,shao3,few; little; lack,
哨,6,shao4,a whistle; sentry,
奢侈,6,she1 chi3,luxurious; extravagant; wasteful,
蛇,5,she2,snake; serpent; CL:條|条[tiao2],
舌头,5,she2 tou5,tongue; CL:個|个[ge4]; enemy soldier captured for the purpose of extracting information,
舍不得,5,she3 bu5 de5,to hate to do sth; to hate to part with; to begrudge,
设备,5,she4 bei4,equipment; facilities; installations; CL:個|个[ge4],
社会,4,she4 hui4,society; CL:個|个[ge4],
射击,5,she4 ji1,to shoot; to fire (a gun),
涉及,6,she4 ji2,to involve; to touch upon (a topic),
设计,5,she4 ji4,plan; design; to design; to plan; CL:個|个[ge4],
设立,6,she4 li4,to set up; to establish,
社区,6,she4 qu1,community,
摄取,6,she4 qu3,absorb (nutrition); take a photo,
设施,5,she4 shi1,facilities; installation,
摄氏度,6,she4 shi4 du4,degrees centigrade,
设想,6,she4 xiang3,to imagine; to assume; to envisage; tentative plan; to have consideration for,
摄影,5,she4 ying3,to take a photograph; photography; to shoot (a movie),
设置,6,she4 zhi4,to set up; to install,
谁,1,shei2,who; also pronounced shui2,
伸,5,shen1,to stretch; to extend,
深,4,shen1,"close; deep; late; profound; dark (of color, water etc)",
深奥,6,shen1 ao4,profound; abstruse; recondite; profoundly,
申报,6,shen1 bao4,to report (to the authorities); to declare (to customs),
身材,5,shen1 cai2,stature; build (height and weight); figure,
深沉,6,shen1 chen2,deep; extreme; dull; low pitched (sound),
身份,5,shen1 fen4,identity; status; capacity; dignity; position; rank,
深刻,5,shen1 ke4,profound; deep; deep-going,
深情厚谊,6,shen1 qing2 hou4 yi4,profound friendship,
申请,4,shen1 qing3,to apply for sth; application (form etc); CL:份[fen4],
绅士,6,shen1 shi4,gentleman,
身体,2,shen1 ti3,(human) body; health; CL:個|个[ge4],
呻吟,6,shen1 yin2,to moan; to groan,
神话,5,shen2 hua4,fairy tale; mythology; myth,
神经,5,shen2 jing1,nerve,
什么,1,shen2 me5,what?; who?; something; anything,
神秘,5,shen2 mi4,mysterious; mystery,
神奇,6,shen2 qi2,magical; mystical; miraculous,
神气,6,shen2 qi4,expression; manner; spirited; vigorous,
神情,6,shen2 qing2,look; expression,
神色,6,shen2 se4,expression; look,
神圣,6,shen2 sheng4,divine; hallow; holy; sacred,
神态,6,shen2 tai4,appearance; manner; bearing; deportment; look; expression; mien,
神仙,6,shen2 xian1,"Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun etc; fig. lighthearted person; used in advertising: Live like an immortal! 活神仙似",
审查,6,shen3 cha2,to examine; to investigate; to censor out; censorship,
审理,6,shen3 li3,to hear (a case),
审美,6,shen3 mei3,esthetics; appreciating the arts; taste,
审判,6,shen3 pan4,a trial; to try sb,
渗透,6,shen4 tou4,to permeate; to infiltrate; to pervade; osmosis,
甚至,4,shen4 zhi4,even; so much so that,
慎重,6,shen4 zhong4,cautious; careful; prudent,
升,5,sheng1,to raise; to hoist; to promote; metric liter (also written 公升); measure for dry grain equal to one-tenth dou 斗,
生病,2,sheng1 bing4,to fall ill; to sicken,
生产,5,sheng1 chan3,childbirth; parturition; to produce; manufacture,
牲畜,6,sheng1 chu4,domesticated animals; livestock,
生存,6,sheng1 cun2,to exist; to survive,
声调,5,sheng1 diao4,tone; note; a tone (on a Chinese syllable); CL:個|个[ge4],
生动,5,sheng1 dong4,vivid; lively,
生活,4,sheng1 huo2,life; activity; to live; livelihood,
生机,6,sheng1 ji1,opportunity to live; to reprieve from death; life force; vitality,
生理,6,sheng1 li3,physiology,
声明,6,sheng1 ming2,"statement; declaration; CL:項|项[xiang4],份[fen4]",
生命,4,sheng1 ming4,life; living; biological; CL:個|个[ge4],
生气,3,sheng1 qi4,angry; mad; offended; animated; to get angry; to be enraged; to take offense; animation,
生日,2,sheng1 ri4,birthday; CL:個|个[ge4],
声势,6,sheng1 shi4,momentum,
生疏,6,sheng1 shu1,unfamiliar; strange; out of practice; not accustomed,
生态,6,sheng1 tai4,way of life; ecology,
生物,6,sheng1 wu4,organism; living creature; life form; biological; CL:個|个[ge4],
生效,6,sheng1 xiao4,to take effect; to go into effect,
生锈,6,sheng1 xiu4,to rust; to grow rusty; to corrode; oxidization,
声音,3,sheng1 yin1,voice; sound; CL:個|个[ge4],
生育,6,sheng1 yu4,to bear; to give birth; to grow; to rear; to bring up (children),
声誉,6,sheng1 yu4,reputation; fame,
绳子,5,sheng2 zi5,cord; string; rope; CL:條|条[tiao2],
省,4,sheng3,to save; to economize; to do without; to omit; to leave out; province; CL:個|个[ge4],
省会,6,sheng3 hui4,provincial capital,
省略,5,sheng3 lve4,to leave out; an omission,
剩,4,sheng4,to remain; to be left; to have as remainder,
盛产,6,sheng4 chan3,superabundant; to teem with; to produce in abundance; to abound in,
胜负,6,sheng4 fu4,victory or defeat; the outcome of a battle,
盛开,6,sheng4 kai1,blooming; in full flower,
胜利,5,sheng4 li4,victory; CL:個|个[ge4],
盛情,6,sheng4 qing2,great kindness; magnificent hospitality,
盛行,6,sheng4 xing2,to be in vogue; to be prevalent,
诗,5,shi1,poem; CL: 首[shou3]; poetry; verse; abbr. for Book of Songs 詩經|诗经[shi1 jing1],
失败,4,shi1 bai4,to be defeated; to lose; to fail (e.g. experiments); failure; defeat; CL:次[ci4],
师范,6,shi1 fan4,"teacher-training; pedagogical; normal (school, e.g. Beijing Normal University)",
师傅,4,shi1 fu5,"master; qualified worker; respectful form of address for older men; CL:個|个[ge4],位[wei4],名[ming2]",
施加,6,shi1 jia1,to exert (effort or pressure),
失眠,5,shi1 mian2,(suffer from) insomnia,
失去,5,shi1 qu4,to lose,
湿润,4,shi1 run4,moist,
尸体,6,shi1 ti3,dead body; corpse; carcass; CL:具[ju4],
失望,4,shi1 wang4,disappointed; to lose hope; to despair,
失误,6,shi1 wu4,"lapse; mistake; to make a mistake; fault; service fault (in volleyball, tennis etc)",
失业,5,shi1 ye4,unemployment,
施展,6,shi1 zhan3,to use fully; to put to use,
狮子,6,shi1 zi5,lion,
失踪,6,shi1 zong1,missing; lost; unaccounted for,
十,1,shi2,ten; 10,
拾,6,shi2,to pick up; to collate or arrange; ten (banker's anti-fraud numeral),
识别,6,shi2 bie2,to distinguish; to discern,
时差,6,shi2 cha1,time difference; time lag; jet lag,
时常,6,shi2 chang2,often; frequently,
时代,5,shi2 dai4,age; era; epoch; period; CL:個|个[ge4],
时而,6,shi2 er2,occasionally; from time to time,
十分,4,shi2 fen1,to divide into ten equal parts; very; hundred percent; completely; extremely; utterly; absolutely,
时光,6,shi2 guang1,time; era; period of time,
时候,1,shi2 hou5,time; length of time; moment; period,
实话,5,shi2 hua4,truth,
实惠,6,shi2 hui4,tangible benefit; material advantages; advantageous (deal); substantial (discount),
时机,6,shi2 ji1,fortunate timing; occasion; opportunity,
实际,4,shi2 ji4,actual; reality; practice,
时间,2,shi2 jian1,time; period; CL:段[duan4],
实践,5,shi2 jian4,to practice; to put into practice; to fulfill,
时刻,5,shi2 ke4,moment; CL:個|个[ge4]; constantly; always,
实力,6,shi2 li4,strength,
时髦,5,shi2 mao2,in vogue; fashionable,
食品,4,shi2 pin3,foodstuff; food; provisions; CL:種|种[zhong3],
时期,5,shi2 qi1,a period in time or history; period; time (interval); phase; CL:個|个[ge4],
时尚,5,shi2 shang4,fashion,
实施,6,shi2 shi1,to implement; to carry out,
时事,6,shi2 shi4,current trends; the present situation; how things are going,
实事求是,6,shi2 shi4 qiu2 shi4,to seek truth from facts (idiom); to be practical and realistic,
石头,5,shi2 tou5,stone; CL:塊|块[kuai4],
食物,5,shi2 wu4,food; CL:種|种[zhong3],
实习,5,shi2 xi2,to practice; field work,
实现,5,shi2 xian4,to achieve; to implement; to realize; to bring about,
实行,5,shi2 xing2,to implement; to carry out; to put into practice,
实验,5,shi2 yan4,"to experiment; experiments; CL:個|个[ge4],次[ci4]",
实用,5,shi2 yong4,practical; functional; pragmatic; applied (science),
石油,6,shi2 you2,oil; petroleum,
实在,4,shi2 zai4,in reality; honestly; really; verily; concrete,
实质,6,shi2 zhi4,substance; essence,
时装,6,shi2 zhuang1,the latest fashion in clothes; fashionable,
十足,6,shi2 zu2,ample; complete; hundred percent; a pure shade (of some color),
使,3,shi3,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,
使劲儿,5,shi3 jin4 r5,to exert all one's strength,
使命,6,shi3 ming4,mission (diplomatic or other); set task,
使用,4,shi3 yong4,to use; to employ; to apply; to make use of,
始终,5,shi3 zhong1,from beginning to end; all along,
是,1,shi4,is; are; am; yes; to be,
试,4,shi4,to test; to try; experiment; examination; test,
势必,6,shi4 bi4,is bound to (happen),
士兵,5,shi4 bing1,soldier; CL:個|个[ge4],
市场,4,shi4 chang3,market place; market (also in abstract); abbr. for 超級市場|超级市场 supermarket; CL:個|个[ge4],
世代,6,shi4 dai4,generation; an era; accumulation of years; passing on from generation to generation,
似的,5,shi4 de5,seems as if; rather like;,
示范,6,shi4 fan4,to demonstrate; to show how to do sth; demonstration; a model example,
释放,6,shi4 fang4,to release; to set free; to liberate (a prisoner); to discharge,
是非,6,shi4 fei1,right and wrong; quarrel,
是否,5,shi4 fou3,whether (or not); if; is or isn't,
事故,6,shi4 gu4,"accident; CL:樁|桩[zhuang1],起[qi3],次[ci4]",
适合,4,shi4 he2,to fit; to suit,
世纪,4,shi4 ji4,century; CL:個|个[ge4],
事迹,6,shi4 ji4,deed; past achievement; important event of the past,
事件,6,shi4 jian4,event; happening; incident; CL:個|个[ge4],
世界,3,shi4 jie4,world; CL:個|个[ge4],
世界观,6,shi4 jie4 guan1,worldview; world outlook; Weltanschauung,
试卷,5,shi4 juan4,"examination paper; test paper; CL:份[fen4],張|张[zhang1]",
视力,6,shi4 li4,vision; eyesight,
势力,6,shi4 li5,power; (ability to) influence,
事情,5,shi4 qing5,"affair; matter; thing; business; CL:件[jian4],樁|桩[zhuang1]",
事实,5,shi4 shi2,a fact; the fact that; CL:個|个[ge4],
逝世,6,shi4 shi4,to pass away; to die,
事态,6,shi4 tai4,situation; existing state of affairs,
试图,6,shi4 tu2,to attempt; to try,
示威,6,shi4 wei1,to demonstrate (as a protest); a demonstration; a military show of force,
事物,5,shi4 wu4,thing; object; CL:個|个[ge4],
事务,6,shi4 wu4,"(political, economic etc) affairs; work",
事先,5,shi4 xian1,in advance; before the event; beforehand; prior,
视线,6,shi4 xian4,line of sight,
事项,6,shi4 xiang4,matter; item,
试验,6,shi4 yan4,"experiment; test; experimental; CL:次[ci4],個|个[ge4]",
视野,6,shi4 ye3,field of view; horizon,
事业,6,shi4 ye4,"undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation; CL:個|个[ge4]",
适宜,6,shi4 yi2,suitable; appropriate,
示意,6,shi4 yi4,to hint; to indicate (an idea to sb),
适应,4,shi4 ying4,to suit; to fit; to be suitable; to adapt; to get used to sth,
收,4,shou1,to receive; to accept; to collect; in care of (used on address line after name),
收藏,6,shou1 cang2,to hoard; to collect; collection,
收获,5,shou1 huo4,benefit; reward,
收据,5,shou1 ju4,receipt; CL:張|张[zhang1],
收入,4,shou1 ru4,"to take in; income; revenue; CL:筆|笔[bi3],個|个[ge4]",
收拾,4,shou1 shi5,to put in order; to tidy up; to pack; to repair; to punish (colloquial); to manage,
收缩,6,shou1 suo1,to pull back; to shrink; to contract,
收益,6,shou1 yi4,earnings; profit,
收音机,6,shou1 yin1 ji1,radio; CL:臺|台[tai2],
手表,2,shou3 biao3,"wrist watch; CL:塊|块[kuai4],隻|只[zhi1],個|个[ge4]",
首都,4,shou3 du1,capital (city); CL:個|个[ge4],
手法,6,shou3 fa3,technique; trick; skill,
手工,5,shou3 gong1,handwork; manual,
守护,6,shou3 hu4,to guard; to protect,
手机,2,shou3 ji1,cell phone; cellular phone; mobile phone; CL:部[bu4],
手势,6,shou3 shi4,gesture; sign; signal,
手术,5,shou3 shu4,surgical operation; operation; surgery; CL:個|个[ge4],
手套,5,shou3 tao4,"glove; mitten; CL:雙|双[shuang1],隻|只[zhi1]",
首先,4,shou3 xian1,first (of all); in the first place,
手续,5,shou3 xu4,"formalities; procedures; CL:道[dao4],個|个[ge4]",
首要,6,shou3 yao4,the most important; of chief importance,
手艺,6,shou3 yi4,craftmanship; workmanship; handicraft; trade,
手指,5,shou3 zhi3,"finger; CL:個|个[ge4],隻|只[zhi1]",
瘦,3,shou4,tight; thin; lean,
受不了,4,shou4 bu4 liao3,unbearable; unable to endure; can't stand,
受到,5,shou4 dao4,to receive; to suffer; obtained; given,
售货员,4,shou4 huo4 yuan2,salesperson; CL:個|个[ge4],
寿命,5,shou4 ming4,life span; life expectancy,
受伤,5,shou4 shang1,to sustain injuries; wounded (in an accident etc); harmed,
授予,6,shou4 yu3,to award; to confer,
受罪,6,shou4 zui4,to endure; to suffer; hardships; torments; a hard time; a nuisance,
书,1,shu1,"book; letter; CL:本[ben3],冊|册[ce4],部[bu4]; see also 書經|书经 Book of History",
输,4,shu1,to lose; to transport; to donate; to enter (a password),
蔬菜,5,shu1 cai4,vegetables; produce; CL:種|种[zhong3],
